protein1_id	protein2_id	gene1	gene2	sources	hpa_datasets	gold_record_count	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
O14757	P68400	CHEK1	CSNK2A1	BioGRID		1	Reconstituted Complex	15225637		1	0	PF00069(Protein kinase domain)--PF00069(Protein kinase domain)[pdb=1953]	
O14757	P78527	CHEK1	PRKDC	BioGRID		1	Reconstituted Complex	12756247		0	0		
O14757	Q06609	CHEK1	RAD51	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O14757	Q13616	CHEK1	CUL1	CORUM		0	coimmunoprecipitation	16137618		0	0		
O14757	Q13619	CHEK1	CUL4A	CORUM		0	coimmunoprecipitation	16137618		0	0		
O14757	Q9UBN7	CHEK1	HDAC6	BioGRID		2	Reconstituted Complex	33020410		0	0		
O14757	Q9Y6I4	CHEK1	USP3	BioGRID		1	Reconstituted Complex	29735693		0	0		
O14770	P31314	MEIS2	TLX1	BioGRID		1	Reconstituted Complex	16357834		0	0		
O14770	P40424	MEIS2	PBX1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	11279116		1	0	PF05920(KN homeodomain)--PF05920(KN homeodomain)[pdb=10]	
O14771	Q9Y5A6	ZNF213	ZSCAN21	Human Protein Atlas (HPA)	intact_biogrid	0				2	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51] | PF02023(SCAN domain)--PF02023(SCAN domain)[pdb=4]	
O14813	P05412	PHOX2A	JUN	BioGRID		1	Reconstituted Complex	14506227		0	0		
O14813	P61296	PHOX2A	HAND2	BioGRID		1	Reconstituted Complex	14506227		1	0	PF00046(Homeodomain)--PF00010(Myc-type, basic helix-loop-helix (bHLH) domain)[pdb=1]	
O14813	Q92793	PHOX2A	CREBBP	BioGRID		1	Reconstituted Complex	10644760		0	0		
O14867	O15525	BACH1	MAFG	Human Protein Atlas (HPA)	intact_biogrid_bioplex	0				2	0	PF00170(Basic-leucine zipper domain)--PF00170(Basic-leucine zipper domain)[pdb=43] | PF03131(Basic leucine zipper domain, Maf-type)--PF00170(Basic-leucine zipper domain)[pdb=1]	
O14867	O60675	BACH1	MAFK	BioGRID;Human Protein Atlas (HPA)	biogrid_bioplex	1	Reconstituted Complex	19011633		2	0	PF00170(Basic-leucine zipper domain)--PF00170(Basic-leucine zipper domain)[pdb=43] | PF03131(Basic leucine zipper domain, Maf-type)--PF00170(Basic-leucine zipper domain)[pdb=1]	
O14867	P04637	BACH1	TP53	BioGRID		1	Reconstituted Complex	19011633		0	0		
O14867	P15336	BACH1	ATF2	Human Protein Atlas (HPA)	intact_biogrid_bioplex	0				2	0	PF00170(Basic-leucine zipper domain)--PF00170(Basic-leucine zipper domain)[pdb=43] | PF03131(Basic leucine zipper domain, Maf-type)--PF00170(Basic-leucine zipper domain)[pdb=1]	
O14867	P15884	BACH1	TCF4	BioGRID		1	Reconstituted Complex	26123998		0	0		
O14867	P38398	BACH1	BRCA1	IntAct		4	isothermal titration calorimetry;x-ray crystallography	15125843;15133502;18285836		0	0		
O14867	Q9ULX9	BACH1	MAFF	Human Protein Atlas (HPA)	intact_biogrid_bioplex	0				2	0	PF00170(Basic-leucine zipper domain)--PF00170(Basic-leucine zipper domain)[pdb=43] | PF03131(Basic leucine zipper domain, Maf-type)--PF00170(Basic-leucine zipper domain)[pdb=1]	
O14867	Q9Y5Q3	BACH1	MAFB	Human Protein Atlas (HPA)	intact_biogrid	0				2	0	PF00170(Basic-leucine zipper domain)--PF00170(Basic-leucine zipper domain)[pdb=43] | PF03131(Basic leucine zipper domain, Maf-type)--PF00170(Basic-leucine zipper domain)[pdb=1]	
O14896	Q02556	IRF6	IRF8	Human Protein Atlas (HPA)	intact_biogrid	0				2	0	PF00605(Interferon regulatory factor, DNA-binding domain)--PF00605(Interferon regulatory factor, DNA-binding domain)[pdb=19] | PF10401(Interferon regulatory factor-3)--PF10401(Interferon regulatory factor-3)[pdb=9]	
O14901	P45973	KLF11	CBX5	BioGRID		1	Reconstituted Complex	22318730		0	0		
O14901	P83916	KLF11	CBX1	BioGRID		1	Reconstituted Complex	22318730		0	0		
O14901	Q13185	KLF11	CBX3	BioGRID		1	Reconstituted Complex	22318730		0	0		
O14901	Q13547	KLF11	HDAC1	BioGRID		1	Reconstituted Complex	11438660		0	0		
O14901	Q96ST3	KLF11	SIN3A	BioGRID		1	Reconstituted Complex	11438660		0	0		
O14929	P62805	HAT1	H4C1	PDB		1	X-ray		6VO5	1	0	PF10394(Histone acetyl transferase HAT1 N-terminal)--PF15511(CENP-T/Histone H4, histone fold)[pdb=1]	
O14929	Q09028	HAT1	RBBP4	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O14929	Q15910	HAT1	EZH2	BioGRID		1	Reconstituted Complex	34564701		0	0		
O14929	Q16576	HAT1	RBBP7	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O14929	Q9NVP2	HAT1	ASF1B	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O14929	Q9Y294	HAT1	ASF1A	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O14948	P19532	TFEC	TFE3	BioGRID		1	Reconstituted Complex	11467950		1	0	PF00010(Myc-type, basic helix-loop-helix (bHLH) domain)--PF00010(Myc-type, basic helix-loop-helix (bHLH) domain)[pdb=92]	
O14965	O15350	AURKA	TP73	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O14965	O43316	AURKA	PAX4	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	O75182	AURKA	SIN3B	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	O75333	AURKA	TBX10	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	O94993	AURKA	SOX30	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	P04198	AURKA	MYCN	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	intact_biogrid	4	Co-crystal Structure;Reconstituted Complex;X-ray;coimmunoprecipitation	19111882;27837025	5G1X;7ZTL	0	0		
O14965	P04637	AURKA	TP53	BioGRID		3	Reconstituted Complex	12198151;14702041		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
O14965	P24522	AURKA	GADD45A	BioGRID		3	Reconstituted Complex	16772293;20460379		0	0		
O14965	P25490	AURKA	YY1	BioGRID		1	Reconstituted Complex	28218735		1	0	PF00069(Protein kinase domain)--PF00096(Zinc finger C2H2-type)[pdb=1]	
O14965	P35713	AURKA	SOX18	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	P46100	AURKA	ATRX	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	P52630	AURKA	STAT2	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	P61088	AURKA	UBE2N	BioGRID		2	Reconstituted Complex	12881723;37481721		0	0		
O14965	Q01538	AURKA	MYT1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q06710	AURKA	PAX8	BioGRID		1	Reconstituted Complex	31391550		0	0		
O14965	Q08945	AURKA	SSRP1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q12772	AURKA	SREBF2	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q12946	AURKA	FOXF1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q13127	AURKA	REST	BioGRID		1	Reconstituted Complex	28218735		1	0	PF00069(Protein kinase domain)--PF00096(Zinc finger C2H2-type)[pdb=1]	
O14965	Q15270	AURKA	NKX1-1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q15319	AURKA	POU4F3	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q15911	AURKA	ZFHX3	BioGRID		1	Reconstituted Complex	28218735		1	0	PF00069(Protein kinase domain)--PF00096(Zinc finger C2H2-type)[pdb=1]	
O14965	Q63HK3	AURKA	ZKSCAN2	BioGRID		1	Reconstituted Complex	28218735		1	0	PF00069(Protein kinase domain)--PF00096(Zinc finger C2H2-type)[pdb=1]	
O14965	Q8NI51	AURKA	CTCFL	BioGRID		1	Reconstituted Complex	28218735		1	0	PF00069(Protein kinase domain)--PF00096(Zinc finger C2H2-type)[pdb=1]	
O14965	Q92481	AURKA	TFAP2B	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q92769	AURKA	HDAC2	BioGRID		1	Reconstituted Complex	17604723		0	0		
O14965	Q9BTA9	AURKA	WAC	BioGRID		1	Reconstituted Complex	30021153		0	0		
O14965	Q9H334	AURKA	FOXP1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q9SY59	AURKA	NFXL1	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q9UBN7	AURKA	HDAC6	BioGRID;CORUM		1	Reconstituted Complex;coimmunoprecipitation	17604723;25367221		0	0		
O14965	Q9UK80	AURKA	USP21	BioGRID		1	Reconstituted Complex	36919585		0	0		
O14965	Q9UKN8	AURKA	GTF3C4	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q9UL68	AURKA	MYT1L	BioGRID		1	Reconstituted Complex	28218735		0	0		
O14965	Q9Y4A5	AURKA	TRRAP	BioGRID		1	Reconstituted Complex	28218735		0	0		
O15014	Q13547	ZNF609	HDAC1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15047	P04637	SETD1A	TP53	BioGRID		1	Reconstituted Complex	23870121		0	0		
O15047	P51610	SETD1A	HCFC1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15047	P61964	SETD1A	WDR5	BioGRID;Human Protein Atlas (HPA);PDB	biogrid_bioplex	4	Co-crystal Structure;Reconstituted Complex;X-ray	22266653;23453808;27563068	3UVN;4EWR	0	0		
O15047	Q09472	SETD1A	EP300	BioGRID		1	Reconstituted Complex	23870121		0	0		
O15047	Q15291	SETD1A	RBBP5	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	3	Reconstituted Complex	22147691;23453808;27563068		1	0	PF00856(SET domain)--PF00400(WD40 repeat)[pdb=14]	
O15047	Q6UXN9	SETD1A	WDR82	BioGRID		2	Reconstituted Complex	17998332;37030068		1	0	PF00856(SET domain)--PF00400(WD40 repeat)[pdb=14]	
O15047	Q92793	SETD1A	CREBBP	BioGRID		2	Reconstituted Complex	16061203		0	0		
O15047	Q9C005	SETD1A	DPY30	BioGRID		1	Reconstituted Complex	23453808		0	0		
O15047	Q9P0U4	SETD1A	CXXC1	BioGRID		1	Reconstituted Complex	23453808		0	0		
O15047	Q9UBL3	SETD1A	ASH2L	BioGRID		3	Reconstituted Complex	23453808;26886794;27563068		1	0	PF00856(SET domain)--PF00622(SPRY domain)[pdb=11]	
O15047	Q9Y5Z7	SETD1A	HCFC2	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O15054	P68431	KDM6B	H3C1	PDB		1	X-ray		5OY3;6F6D	0	0		
O15062	O75376	ZBTB5	NCOR1	BioGRID		1	Reconstituted Complex	19491398		0	0		
O15062	P04637	ZBTB5	TP53	BioGRID		1	Reconstituted Complex	19491398		0	0		
O15062	P08047	ZBTB5	SP1	BioGRID		1	Reconstituted Complex	19491398		1	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51]	
O15062	Q09472	ZBTB5	EP300	BioGRID		1	Reconstituted Complex	33051058		0	0		
O15062	Q6W2J9	ZBTB5	BCOR	BioGRID		1	Reconstituted Complex	19491398		0	0		
O15062	Q9Y618	ZBTB5	NCOR2	BioGRID		1	Reconstituted Complex	19491398		0	0		
O15111	O15350	CHUK	TP73	BioGRID		1	Reconstituted Complex	17452332		0	0		
O15111	O43318	CHUK	MAP3K7	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF00069(Protein kinase domain)--PF07714(Serine-threonine/tyrosine-protein kinase, catalytic domain)[pdb=260]	
O15111	O43524	CHUK	FOXO3	BioGRID		1	Reconstituted Complex	15084260		0	0		
O15111	P01106	CHUK	MYC	Human Protein Atlas (HPA)	intact_biogrid	0				0	1		P01106:MOD_GSK3_1--PF00069(Protein kinase domain)
O15111	P17252	CHUK	PRKCA	BioGRID		1	Reconstituted Complex	10022904		3	1	PF00069(Protein kinase domain)--PF00069(Protein kinase domain)[pdb=1953] | PF00069(Protein kinase domain)--PF00433(Protein kinase, C-terminal)[pdb=97] | PF18397(IKBKB, scaffold dimerization domain)--PF00069(Protein kinase domain)[pdb=59]	O15111:MOD_PKB_1--PF00069(Protein kinase domain)
O15111	P19838	CHUK	NFKB1	Human Protein Atlas (HPA)	intact_biogrid_opencell	0				1	0	PF00069(Protein kinase domain)--PF00023(Ankyrin repeat)[pdb=3]	
O15111	P78527	CHUK	PRKDC	BioGRID		1	Reconstituted Complex	9632806		0	0		
O15111	Q04206	CHUK	RELA	Human Protein Atlas (HPA)	intact_biogrid_opencell	0				0	0		
O15111	Q05655	CHUK	PRKCD	BioGRID		1	Reconstituted Complex	10022904		3	1	PF00069(Protein kinase domain)--PF00069(Protein kinase domain)[pdb=1953] | PF00069(Protein kinase domain)--PF00433(Protein kinase, C-terminal)[pdb=97] | PF18397(IKBKB, scaffold dimerization domain)--PF00069(Protein kinase domain)[pdb=59]	O15111:MOD_PKB_1--PF00069(Protein kinase domain)
O15111	Q92793	CHUK	CREBBP	BioGRID		1	Reconstituted Complex	12789342		0	0		
O15111	Q9Y6Q9	CHUK	NCOA3	BioGRID		1	Reconstituted Complex	11971985		0	2		Q9Y6Q9:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | Q9Y6Q9:MOD_CK1_1--PF00069(Protein kinase domain)
O15156	Q04206	ZBTB7B	RELA	BioGRID		1	Reconstituted Complex	30017585		0	0		
O15162	Q92731	PLSCR1	ESR2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15164	P03372	TRIM24	ESR1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	4	Reconstituted Complex	10598587;8598193;9115274;9259327		0	0		
O15164	P04150	TRIM24	NR3C1	BioGRID		1	Reconstituted Complex	9115274		0	0		
O15164	P04637	TRIM24	TP53	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15164	P08235	TRIM24	NR3C2	BioGRID		2	Reconstituted Complex	11518808;9115274		0	0		
O15164	P10275	TRIM24	AR	BioGRID		1	Reconstituted Complex	9115274		0	0		
O15164	P10276	TRIM24	RARA	BioGRID		3	Reconstituted Complex	12503607;8598193;9115274		0	0		
O15164	P10827	TRIM24	THRA	BioGRID		1	Reconstituted Complex	9115274		0	0		
O15164	P19793	TRIM24	RXRA	BioGRID		3	Reconstituted Complex	11851396;8598193;9115274		0	0		
O15164	P51668	TRIM24	UBE2D1	BioGRID		1	Reconstituted Complex	32324863		1	0	PF13639(Zinc finger, RING-type)--PF00179(Ubiquitin-conjugating (UBC), catalytic core domain)[pdb=33]	
O15164	P68431	TRIM24	H3C1	PDB		1	X-ray		3O34;3O37	0	0		
O15164	P84022	TRIM24	SMAD3	BioGRID		1	Reconstituted Complex	34392614		0	0		
O15164	Q08945	TRIM24	SSRP1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15164	Q13263	TRIM24	TRIM28	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	1	Reconstituted Complex	30479348		3	0	PF00439(Bromodomain)--PF00439(Bromodomain)[pdb=1026] | PF00643(B-box-type zinc finger)--PF00643(B-box-type zinc finger)[pdb=21] | PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4]	
O15164	Q9UPN9	TRIM24	TRIM33	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	2	Reconstituted Complex	12096914		3	0	PF00439(Bromodomain)--PF00439(Bromodomain)[pdb=1026] | PF00643(B-box-type zinc finger)--PF00643(B-box-type zinc finger)[pdb=21] | PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4]	
O15198	O60341	SMAD9	KDM1A	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15198	Q13485	SMAD9	SMAD4	Human Protein Atlas (HPA)	intact_biogrid	0				2	0	PF03165(MAD homology 1, Dwarfin-type)--PF03165(MAD homology 1, Dwarfin-type)[pdb=9] | PF03166(SMAD domain)--PF03166(SMAD domain)[pdb=39]	
O15198	Q96LA8	SMAD9	PRMT6	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15226	P19838	NKRF	NFKB1	BioGRID		1	Reconstituted Complex	10562553		0	0		
O15226	Q00653	NKRF	NFKB2	BioGRID		1	Reconstituted Complex	10562553		0	0		
O15226	Q04206	NKRF	RELA	BioGRID		1	Reconstituted Complex	10562553		0	0		
O15226	Q04864	NKRF	REL	BioGRID		1	Reconstituted Complex	10562553		0	0		
O15226	Q9UL40	NKRF	ZNF346	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15265	O43186	ATXN7	CRX	BioGRID		1	Reconstituted Complex	15932940		0	0		
O15265	Q12962	ATXN7	TAF10	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15265	Q16594	ATXN7	TAF9	PDB		1	EM		8H7G	0	0		
O15265	Q92830	ATXN7	KAT2A	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15265	Q96BN2	ATXN7	TADA1	PDB		1	EM		7KTR;7KTS;8H7G	0	0		
O15265	Q96ES7	ATXN7	SGF29	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O15265	Q9HBM6	ATXN7	TAF9B	PDB		1	EM		7KTR;7KTS	0	0		
O15265	Q9UPT9	ATXN7	USP22	BioGRID		1	Reconstituted Complex	26195632		0	0		
O15265	Q9Y3T9	ATXN7	NOC2L	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15265	Q9Y4A5	ATXN7	TRRAP	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15265	Q9Y6J9	ATXN7	TAF6L	PDB		1	EM		7KTR;7KTS;8H7G	0	0		
O15294	O60502	OGT	OGA	PDB		1	EM		7YEH	1	0	PF13844(O-GlcNAc transferase, C-terminal)--PF07555(Beta-N-acetylglucosaminidase, catalytic domain)[pdb=1]	
O15294	P51610	OGT	HCFC1	Human Protein Atlas (HPA);PDB	intact_biogrid	1	X-ray		4N39;4N3A;4N3B;4N3C;6MA1;6MA2;6MA3;6MA4;6MA5	0	0		
O15294	P54198	OGT	HIRA	BioGRID		1	Reconstituted Complex	27217568		0	0		
O15294	P68400	OGT	CSNK2A1	PDB		1	X-ray		3PE4;3TAX;4GYW;4GYY;4GZ3;5HGV;5VIE;5VIF;6E37	0	0		
O15294	Q5JPB2	OGT	ZNF831	PDB		1	X-ray		8FUF	0	0		
O15294	Q6N021	OGT	TET2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15294	Q86W56	OGT	PARG	BioGRID		1	Reconstituted Complex	37858678		0	0		
O15294	Q92560	OGT	BAP1	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O15294	Q96ST3	OGT	SIN3A	BioGRID		1	Reconstituted Complex	12150998		0	0		
O15294	Q9NPG3	OGT	UBN1	BioGRID		1	Reconstituted Complex	27217568		0	0		
O15350	P01106	TP73	MYC	BioGRID		1	Reconstituted Complex	12080043		0	0		
O15350	P04637	TP73	TP53	BioGRID		1	Reconstituted Complex	11238924		5	0	PF00870(p53, DNA-binding domain)--PF00870(p53, DNA-binding domain)[pdb=331] | PF00870(p53, DNA-binding domain)--PF07710(p53, tetramerisation domain)[pdb=22] | PF00870(p53, DNA-binding domain)--PF08563(p53, transactivation domain)[pdb=3] | PF07710(p53, tetramerisation domain)--PF00870(p53, DNA-binding domain)[pdb=22] | PF07710(p53, tetramerisation domain)--PF07710(p53, tetramerisation domain)[pdb=255]	
O15350	P06493	TP73	CDK1	BioGRID		1	Reconstituted Complex	12920125		0	0		
O15350	P08047	TP73	SP1	BioGRID		1	Reconstituted Complex	15790310		0	0		
O15350	P09429	TP73	HMGB1	BioGRID		1	Reconstituted Complex	11748232		0	0		
O15350	P18847	TP73	ATF3	BioGRID		1	Reconstituted Complex	18644986		0	0		
O15350	Q02447	TP73	SP3	BioGRID		1	Reconstituted Complex	15790310		0	0		
O15350	Q03701	TP73	CEBPZ	BioGRID		1	Reconstituted Complex	12534345		0	0		
O15350	Q05655	TP73	PRKCD	BioGRID		1	Reconstituted Complex	12097319		0	0		
O15350	Q09472	TP73	EP300	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	3	Co-crystal Structure;Reconstituted Complex	10648616;19218448		0	0		
O15350	Q13263	TP73	TRIM28	BioGRID		1	Reconstituted Complex	25893286		0	0		
O15350	Q13526	TP73	PIN1	BioGRID		1	Reconstituted Complex	15175157		0	2		O15350:DOC_WW_Pin1_4--PF00397(WW domain) | O15350:LIG_WW_1--PF00397(WW domain)
O15350	Q13547	TP73	HDAC1	BioGRID		1	Reconstituted Complex	15454570		0	0		
O15350	Q13569	TP73	TDG	BioGRID		1	Reconstituted Complex	18951877		0	0		
O15350	Q92793	TP73	CREBBP	BioGRID		2	Reconstituted Complex	10648616;11279015		0	0		
O15350	Q92831	TP73	KAT2B	BioGRID		1	Reconstituted Complex	14614455		0	0		
O15350	Q96EB6	TP73	SIRT1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15350	Q9H3D4	TP73	TP63	Human Protein Atlas (HPA);PDB	intact_biogrid	1	NMR;X-ray		2NB1;8P9C;8P9D;8P9E	4	0	PF00870(p53, DNA-binding domain)--PF00870(p53, DNA-binding domain)[pdb=331] | PF00870(p53, DNA-binding domain)--PF07710(p53, tetramerisation domain)[pdb=22] | PF07710(p53, tetramerisation domain)--PF00870(p53, DNA-binding domain)[pdb=22] | PF07710(p53, tetramerisation domain)--PF07710(p53, tetramerisation domain)[pdb=255]	
O15350	Q9UER7	TP73	DAXX	BioGRID		1	Reconstituted Complex	15339933		0	0		
O15350	Q9UM63	TP73	PLAGL1	BioGRID		2	Reconstituted Complex	18663001		0	0		
O15355	P04908	PPM1G	H2AC4	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15355	P06899	PPM1G	H2BC11	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15355	P16104	PPM1G	H2AX	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O15355	P58876	PPM1G	H2BC5	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15355	Q8IUE6	PPM1G	H2AC21	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15355	Q8N257	PPM1G	H2BC26	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
O15355	Q93009	PPM1G	USP7	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	1	Reconstituted Complex	22361354		0	0		
O15355	Q99880	PPM1G	H2BC13	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
O15379	O43463	HDAC3	SUV39H1	BioGRID		1	Reconstituted Complex	11788710		0	0		
O15379	O43889	HDAC3	CREB3	BioGRID		2	Reconstituted Complex	20473547		0	0		
O15379	O60341	HDAC3	KDM1A	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
O15379	O75376	HDAC3	NCOR1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	5	Reconstituted Complex	10860984;10944117;11466315;11509652		1	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3]	
O15379	P03372	HDAC3	ESR1	BioGRID		1	Reconstituted Complex	20348541		0	0		
O15379	P09874	HDAC3	PARP1	BioGRID		1	Reconstituted Complex	16204234		0	0		
O15379	P10275	HDAC3	AR	BioGRID		1	Reconstituted Complex	12943985		0	0		
O15379	P10276	HDAC3	RARA	BioGRID;CORUM		1	Reconstituted Complex;coimmunoprecipitation	12943985;28167758		0	0		
O15379	P10827	HDAC3	THRA	BioGRID		1	Reconstituted Complex	17242407		0	0		
O15379	P10828	HDAC3	THRB	BioGRID		1	Reconstituted Complex	17242407		0	0		
O15379	P13056	HDAC3	NR2C1	BioGRID		4	Reconstituted Complex	11463856;12943985;14521922;19204783		0	0		
O15379	P15976	HDAC3	GATA1	BioGRID		1	Reconstituted Complex	14668799		0	0		
O15379	P18847	HDAC3	ATF3	BioGRID		1	Reconstituted Complex	22989952		0	0		
O15379	P19793	HDAC3	RXRA	BioGRID		1	Reconstituted Complex	12943985		0	0		
O15379	P23771	HDAC3	GATA3	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	29453984		0	0		
O15379	P25490	HDAC3	YY1	BioGRID		3	Reconstituted Complex	18542060;19279113;9346952		0	0		
O15379	P37231	HDAC3	PPARG	BioGRID		2	Reconstituted Complex	12479814;12943985		0	0		
O15379	P40763	HDAC3	STAT3	CORUM		0	coimmunoprecipitation;pull down;western blot	22116549		0	0		
O15379	P41235	HDAC3	HNF4A	BioGRID		1	Reconstituted Complex	12205093		0	0		
O15379	P49116	HDAC3	NR2C2	BioGRID		1	Reconstituted Complex	12943985		0	0		
O15379	P49716	HDAC3	CEBPD	BioGRID		1	Reconstituted Complex	17910034		0	0		
O15379	P56524	HDAC3	HDAC4	BioGRID		2	Reconstituted Complex	11466315;11804585		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
O15379	P60510	HDAC3	PPP4C	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	15805470		0	0		
O15379	P78347	HDAC3	GTF2I	BioGRID		2	Reconstituted Complex	12393887;21549311		0	0		
O15379	Q01196	HDAC3	RUNX1	BioGRID		1	Reconstituted Complex	21059642		0	0		
O15379	Q03181	HDAC3	PPARD	BioGRID		1	Reconstituted Complex	12943985		0	0		
O15379	Q05066	HDAC3	SRY	BioGRID		1	Reconstituted Complex	15297880		0	0		
O15379	Q05516	HDAC3	ZBTB16	BioGRID		1	Reconstituted Complex	15467736		0	0		
O15379	Q09028	HDAC3	RBBP4	BioGRID		2	Reconstituted Complex	11470869		0	0		
O15379	Q09472	HDAC3	EP300	BioGRID		2	Reconstituted Complex	17158926;18542060		0	0		
O15379	Q13363	HDAC3	CTBP1	BioGRID		1	Reconstituted Complex	11022042		0	0		
O15379	Q13950	HDAC3	RUNX2	BioGRID		1	Reconstituted Complex	15292260		0	0		
O15379	Q16665	HDAC3	HIF1A	BioGRID		2	Reconstituted Complex	11641274;17273746		0	0		
O15379	Q8WUI4	HDAC3	HDAC7	BioGRID		1	Reconstituted Complex	11466315		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
O15379	Q92793	HDAC3	CREBBP	BioGRID		2	Reconstituted Complex	16528103		0	0		
O15379	Q92831	HDAC3	KAT2B	BioGRID		1	Reconstituted Complex	17158926		0	0		
O15379	Q969R5	HDAC3	L3MBTL2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex	20385135		0	0		
O15379	Q969S8	HDAC3	HDAC10	CORUM		0	flag tag;fluorescence microscopy;western blot	11861901		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
O15379	Q96JN0	HDAC3	LCOR	BioGRID		1	Reconstituted Complex	12535528		0	0		
O15379	Q9BT49	HDAC3	THAP7	BioGRID		1	Reconstituted Complex	15561719		0	0		
O15379	Q9HCU9	HDAC3	BRMS1	BioGRID		1	Reconstituted Complex	17227585		1	0	PF00850(Histone deacetylase domain)--PF08598(Sds3-like)[pdb=3]	
O15379	Q9NP62	HDAC3	GCM1	BioGRID		2	Reconstituted Complex	16528103		0	0		
O15379	Q9NWT6	HDAC3	HIF1AN	BioGRID		1	Reconstituted Complex	11641274		0	0		
