protein1_id	protein2_id	gene1	gene2	complex_ids	complex_names	n_complexes_shared	evidence_in_ppi_graph	sources	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
O14744	Q12824	PRMT5	SMARCB1	711;713;714;803;806;807;808;3063	Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;Brg1-associated complex II	8	True	BioGRID	Reconstituted Complex	14559996		0	0		
O14744	Q13547	PRMT5	HDAC1	714	BRM-SIN3A complex	1	False								
O14744	Q6STE5	PRMT5	SMARCD3	713;714	BRG1-SIN3A complex;BRM-SIN3A complex	2	False								
O14744	Q8TAQ2	PRMT5	SMARCC2	711;713;714;803;806;807;808;3063;7372	Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;Brg1-associated complex II;BRD7-SWI–SNF complex	9	False								
O14744	Q8WUB8	PRMT5	PHF10	7372	BRD7-SWI–SNF complex	1	False								
O14744	Q92769	PRMT5	HDAC2	713;714;803;806	BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex	4	False								
O14744	Q92922	PRMT5	SMARCC1	711;713;714;803;806;807;808;3063;7372	Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;Brg1-associated complex II;BRD7-SWI–SNF complex	9	True	BioGRID	Reconstituted Complex	14559996		0	0		
O14744	Q92925	PRMT5	SMARCD2	713;714;806;808	BRG1-SIN3A complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex	4	False								
O14744	Q969G3	PRMT5	SMARCE1	711;713;714;803;806;807;808;7372	Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BRD7-SWI–SNF complex	8	True	BioGRID	Reconstituted Complex	14559996		0	0		
O14744	Q96GM5	PRMT5	SMARCD1	711;713;714;803;806;807;808;7372	Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BRD7-SWI–SNF complex	8	False								
O14744	Q96ST3	PRMT5	SIN3A	713;714;803;806	BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex	4	True	BioGRID	Reconstituted Complex	14559996		0	0		
O14744	Q9BQA1	PRMT5	WDR77	2838;9090	MEP50-PRMT5-ICLN complex;AR-CLNS1A-PRMT5-WDR77 complex	2	True	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	Co-crystal Structure;EM;X-ray;Reconstituted Complex;pull down	11756452;12972618;25713080;29518110;33624332	4GQB;4X60;4X61;4X63;5C9Z;5EMJ;5EMK;5EML;5EMM;5FA5;6CKC;6K1S;6RLL;6RLQ;6UGH;6UXX;6UXY;6V0N;6V0O;6V0P;7BO7;7KIB;7KIC;7KID;7L1G;7M05;7MX7;7MXA;7MXC;7MXG;7MXN;7S0U;7S1P;7S1Q;7S1R;7S1S;7SER;7SES;7U30;7UOH;7UY1;7UYF;7ZUP;7ZUQ;7ZUU;7ZUY;7ZV2;7ZVL;7ZVU;8CSG;8CTB;8CYI;8G1U;8VEO;8VET;8VEU;8VEW;8VEX;8VEY;8X6L;9C10;9DOD;9E3A;9E3B;9EYU;9EYV;9EYW;9EYX;9MGL;9MGM;9MGN;9MGP;9MGQ;9MGR;9MRE;9N3N;9N3O;9N3P;9N3Q;9N3R;9NWY	2	0	PF05185(PRMT5 arginine-N-methyltransferase)--PF00400(WD40 repeat)[pdb=1] | PF17285(PRMT5, TIM barrel domain)--PF00400(WD40 repeat)[pdb=124]	
O14744	Q9NPI1	PRMT5	BRD7	7372	BRD7-SWI–SNF complex	1	False								
O14757	Q13616	CHEK1	CUL1	2714	Ubiquitin E3 ligase (CHEK1, CUL1)	1	True	CORUM	coimmunoprecipitation	16137618		0	0		
O14757	Q13619	CHEK1	CUL4A	2171	Ubiquitin E3 ligase (CHEK1, CUL4A)	1	True	CORUM	coimmunoprecipitation	16137618		0	0		
O14867	P38398	BACH1	BRCA1	2788	BRCA1 B complex	1	True	IntAct	isothermal titration calorimetry;x-ray crystallography	15125843;15133502;18285836		0	0		
O14867	Q99728	BACH1	BARD1	2788	BRCA1 B complex	1	False								
O14965	P04198	AURKA	MYCN	8758	AURKA-MYCN complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray;coimmunoprecipitation	19111882;27837025	5G1X;7ZTL	0	0		
O14965	Q9UBN7	AURKA	HDAC6	6412	AURKA-HDAC6 cilia-disassembly complex	1	True	BioGRID;CORUM	Reconstituted Complex;coimmunoprecipitation	17604723;25367221		0	0		
O15047	O15294	SETD1A	OGT	6469	Set1A complex	1	False								
O15047	P21675	SETD1A	TAF1	1401	MOF complex	1	False								
O15047	P49848	SETD1A	TAF6	1401	MOF complex	1	False								
O15047	P51610	SETD1A	HCFC1	6469	Set1A complex	1	True	Human Protein Atlas (HPA)				0	0		
O15047	P61964	SETD1A	WDR5	1401;2731;6469	MOF complex;Set1A complex;Set1A complex	3	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray	22266653;23453808;27563068	3UVN;4EWR	0	0		
O15047	Q03164	SETD1A	KMT2A	1401	MOF complex	1	False								
O15047	Q15291	SETD1A	RBBP5	1401;2731;6469	MOF complex;Set1A complex;Set1A complex	3	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	22147691;23453808;27563068		1	0	PF00856(SET domain)--PF00400(WD40 repeat)[pdb=14]	
O15047	Q16594	SETD1A	TAF9	1401	MOF complex	1	False								
O15047	Q6UXN9	SETD1A	WDR82	2731;6469	Set1A complex;Set1A complex	2	True	BioGRID	Reconstituted Complex	17998332;37030068		1	0	PF00856(SET domain)--PF00400(WD40 repeat)[pdb=14]	
O15047	Q99496	SETD1A	RNF2	1401	MOF complex	1	False								
O15047	Q9C005	SETD1A	DPY30	6469	Set1A complex	1	True	BioGRID	Reconstituted Complex	23453808		0	0		
O15047	Q9H7Z6	SETD1A	KAT8	1401	MOF complex	1	False								
O15047	Q9P0U4	SETD1A	CXXC1	2731;6469	Set1A complex;Set1A complex	2	True	BioGRID	Reconstituted Complex	23453808		0	0		
O15047	Q9UBL3	SETD1A	ASH2L	2731;6469	Set1A complex;Set1A complex	2	True	BioGRID	Reconstituted Complex	23453808;26886794;27563068		1	0	PF00856(SET domain)--PF00622(SPRY domain)[pdb=11]	
O15047	Q9Y5Z7	SETD1A	HCFC2	6469	Set1A complex	1	True	Human Protein Atlas (HPA)				0	0		
O15054	P61964	KDM6B	WDR5	7367	ASH2L-KDM6B-KDM6B-WDR5 complex	1	False								
O15054	Q15291	KDM6B	RBBP5	7367	ASH2L-KDM6B-KDM6B-WDR5 complex	1	False								
O15054	Q9UBL3	KDM6B	ASH2L	7367	ASH2L-KDM6B-KDM6B-WDR5 complex	1	False								
O15111	P03372	CHUK	ESR1	2124	CHUK-ESR1-NCOA3 complex	1	False								
O15111	Q9Y6Q9	CHUK	NCOA3	2124	CHUK-ESR1-NCOA3 complex	1	True	BioGRID	Reconstituted Complex	11971985		0	2		Q9Y6Q9:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | Q9Y6Q9:MOD_CK1_1--PF00069(Protein kinase domain)
O15265	O75486	ATXN7	SUPT3H	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	False								
O15265	O75528	ATXN7	TADA3	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	False								
O15265	O75529	ATXN7	TAF5L	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	False								
O15265	O94864	ATXN7	SUPT7L	476	STAGA complex	1	False								
O15265	P49848	ATXN7	TAF6	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
O15265	Q12962	ATXN7	TAF10	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	True	Human Protein Atlas (HPA)				0	0		
O15265	Q15393	ATXN7	SF3B3	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	False								
O15265	Q15542	ATXN7	TAF5	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
O15265	Q15545	ATXN7	TAF7	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
O15265	Q16514	ATXN7	TAF12	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	False								
O15265	Q16594	ATXN7	TAF9	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	True	PDB	EM		8H7G	0	0		
O15265	Q6P1X5	ATXN7	TAF2	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
O15265	Q92830	ATXN7	KAT2A	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	True	Human Protein Atlas (HPA)				0	0		
O15265	Q96BN2	ATXN7	TADA1	476	STAGA complex	1	True	PDB	EM		7KTR;7KTS;8H7G	0	0		
O15265	Q9HBM6	ATXN7	TAF9B	513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	1	True	PDB	EM		7KTR;7KTS	0	0		
O15265	Q9Y4A5	ATXN7	TRRAP	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	True	Human Protein Atlas (HPA)				0	0		
O15265	Q9Y6J9	ATXN7	TAF6L	462;476;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);STAGA complex;TFTC complex (TATA-binding protein-free TAF-II-containing complex)	3	True	PDB	EM		7KTR;7KTS;8H7G	0	0		
O15294	O75475	OGT	PSIP1	6460	MLL2 complex	1	False								
O15294	P51610	OGT	HCFC1	6460;6462;6469;7221;7354	MLL2 complex;MLL1 complex;Set1A complex;NSL complex;ASXL1-HCFC1-OGT complex	5	True	Human Protein Atlas (HPA);PDB	X-ray		4N39;4N3A;4N3B;4N3C;6MA1;6MA2;6MA3;6MA4;6MA5	0	0		
O15294	P61964	OGT	WDR5	6460;6462;6469;7221	MLL2 complex;MLL1 complex;Set1A complex;NSL complex	4	False								
O15294	Q03164	OGT	KMT2A	6462	MLL1 complex	1	False								
O15294	Q15291	OGT	RBBP5	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	False								
O15294	Q6UXN9	OGT	WDR82	6469	Set1A complex	1	False								
O15294	Q7Z3B3	OGT	KANSL1	7221	NSL complex	1	False								
O15294	Q8IXJ9	OGT	ASXL1	7354	ASXL1-HCFC1-OGT complex	1	False								
O15294	Q8IZD2	OGT	KMT2E	7540	KMT2E-OGT-USP7 complex	1	False								
O15294	Q93009	OGT	USP7	7540	KMT2E-OGT-USP7 complex	1	False								
O15294	Q96EZ8	OGT	MCRS1	7221	NSL complex	1	False								
O15294	Q9BVI0	OGT	PHF20	7221	NSL complex	1	False								
O15294	Q9C005	OGT	DPY30	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	False								
O15294	Q9H7Z6	OGT	KAT8	7221	NSL complex	1	False								
O15294	Q9H9L4	OGT	KANSL2	7221	NSL complex	1	False								
O15294	Q9P0U4	OGT	CXXC1	6469	Set1A complex	1	False								
O15294	Q9P2N6	OGT	KANSL3	7221	NSL complex	1	False								
O15294	Q9UBL3	OGT	ASH2L	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	False								
O15294	Q9Y5Z7	OGT	HCFC2	6460;6469	MLL2 complex;Set1A complex	2	False								
O15379	O75376	HDAC3	NCOR1	1505;7480	NCOR2 complex;HDAC3-H1.3-SMRT-N-Cor complex	2	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	10860984;10944117;11466315;11509652		1	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3]	
O15379	O75446	HDAC3	SAP30	1505	NCOR2 complex	1	False								
O15379	P06400	HDAC3	RB1	9595	HDAC3-PPARG-RB1 complex	1	False								
O15379	P10276	HDAC3	RARA	8881	HDAC3-RARA complex	1	True	BioGRID;CORUM	Reconstituted Complex;coimmunoprecipitation	12943985;28167758		0	0		
O15379	P16402	HDAC3	H1-3	7480	HDAC3-H1.3-SMRT-N-Cor complex	1	False								
O15379	P37231	HDAC3	PPARG	9595	HDAC3-PPARG-RB1 complex	1	True	BioGRID	Reconstituted Complex	12479814;12943985		0	0		
O15379	P40763	HDAC3	STAT3	9713	HDAC3-STAT3 complex	1	True	CORUM	coimmunoprecipitation;pull down;western blot	22116549		0	0		
O15379	Q13547	HDAC3	HDAC1	1505	NCOR2 complex	1	False								
O15379	Q92769	HDAC3	HDAC2	1505	NCOR2 complex	1	False								
O15379	Q969S8	HDAC3	HDAC10	9640	HDAC3-HDAC10 complex	1	True	CORUM	flag tag;fluorescence microscopy;western blot	11861901		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
O15379	Q96ST3	HDAC3	SIN3A	1505	NCOR2 complex	1	False								
O15379	Q9UKV0	HDAC3	HDAC9	9576	HDAC3-HDAC9 complex	1	True	BioGRID;CORUM	Reconstituted Complex;coimmunoprecipitation;flag tag;gst pull down;western blot	12590135		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
O15379	Q9Y618	HDAC3	NCOR2	1505;7480	NCOR2 complex;HDAC3-H1.3-SMRT-N-Cor complex	2	True	BioGRID;Human Protein Atlas (HPA);PDB	Reconstituted Complex;X-ray	10809664;11509652;12205093;12502735	4A69	1	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3]	
O15516	P04150	CLOCK	NR3C1	9438	BMAL1-CLOCK-NR3C1 complex	1	False								
O15516	P10276	CLOCK	RARA	9620	BMAL1-CLOCK-RARA complex	1	True	BioGRID	Reconstituted Complex	11439184		0	0		
O15516	P19793	CLOCK	RXRA	9669	BMAL1-CLOCK-RXRA complex	1	True	BioGRID	Reconstituted Complex	11439184		0	0		
O15550	P61964	KDM6A	WDR5	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	True	Human Protein Atlas (HPA)				0	0		
O15550	Q14686	KDM6A	NCOA6	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q15291	KDM6A	RBBP5	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q6ZW49	KDM6A	PAXIP1	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q8NEZ4	KDM6A	KMT2C	5195;6461	PTIP-HMT complex;MLL3 complex	2	False								
O15550	Q9BTK6	KDM6A	PAGR1	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q9C005	KDM6A	DPY30	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q9UBL3	KDM6A	ASH2L	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
O15550	Q9UMN6	KDM6A	KMT2B	5195	PTIP-HMT complex	1	False								
O43186	Q9Y5X4	CRX	NR2E3	8326	CRX-NR2E3 complex	1	True	CORUM	coimmunoprecipitation	15689355		0	0		
O43296	P04150	ZNF264	NR3C1	9436	NR3C1-ZNF764 complex	1	True	CORUM	chromatin immunoprecipitation assay;coimmunoprecipitation;two hybrid	28139699		0	0		
O43463	P45973	SUV39H1	CBX5	2763	MBD1-Suv39h1-HP1 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	12565857		0	0		
O43463	Q03112	SUV39H1	MECOM	7895	MECOM-SUV39H1 complex	1	True	BioGRID;CORUM	Reconstituted Complex;anti tag coimmunoprecipitation;fluorescence microscopy	18619962;18655152		2	0	PF00856(SET domain)--PF00856(SET domain)[pdb=27] | PF05033(Pre-SET domain)--PF00856(SET domain)[pdb=132]	
O43463	Q9UIS9	SUV39H1	MBD1	2763	MBD1-Suv39h1-HP1 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	12711603		0	0		
O43482	Q6P0N0	OIP5	MIS18BP1	6434	MIS18 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	28059702;28377371		0	0		
O43482	Q9NYP9	OIP5	MIS18A	6434	MIS18 complex	1	True	BioGRID;Human Protein Atlas (HPA);PDB	Reconstituted Complex;X-ray	26921242;26942680;28377371	7SFY	0	0		
O43524	P04637	FOXO3	TP53	2678	FOXO3-TP53 complex, oxidative stress stimulated	1	True	BioGRID;CORUM;Human Protein Atlas (HPA)	Reconstituted Complex;coimmunoprecipitation	14976264;18824006		0	0		
O43524	P55316	FOXO3	FOXG1	2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	1	False								
O43524	P84022	FOXO3	SMAD3	2707;2760	SMAD3-SMAD4-FOXO3-FOXG1 complex;SMAD3-SMAD4-FOXO3 complex	2	True	Human Protein Atlas (HPA);IntAct	pull down	15084259		0	0		
O43524	Q09472	FOXO3	EP300	8006	CTBP1-EP300-FOXO3 complex	1	True	BioGRID	Reconstituted Complex	11896584		2	0	PF16675(FOXO protein, KIX-binding domain)--PF02172(Coactivator CBP, KIX domain)[pdb=2] | PF16676(FOXO protein, transactivation domain)--PF02172(Coactivator CBP, KIX domain)[pdb=2]	
O43524	Q13363	FOXO3	CTBP1	8006	CTBP1-EP300-FOXO3 complex	1	False								
O43524	Q13485	FOXO3	SMAD4	2707;2760	SMAD3-SMAD4-FOXO3-FOXG1 complex;SMAD3-SMAD4-FOXO3 complex	2	True	Human Protein Atlas (HPA);IntAct	pull down	15084259		0	0		
O43524	Q92793	FOXO3	CREBBP	6590	FOXO3-CBP complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA)	Co-crystal Structure;Reconstituted Complex;nuclear magnetic resonance	12192052;22474372		2	0	PF16675(FOXO protein, KIX-binding domain)--PF02172(Coactivator CBP, KIX domain)[pdb=2] | PF16676(FOXO protein, transactivation domain)--PF02172(Coactivator CBP, KIX domain)[pdb=2]	
O43524	Q92831	FOXO3	KAT2B	1338	FOXO3-PCAF complex, oxidative stress stimulated	1	True	CORUM	anti tag coimmunoprecipitation	14976264		0	0		
O43524	Q96EB6	FOXO3	SIRT1	2593	FOXO3-SIRT1 complex, oxidative stress stimulated	1	True	CORUM;Human Protein Atlas (HPA)	anti bait coimmunoprecipitation;anti tag coimmunoprecipitation	14976264		0	0		
O43741	P54619	PRKAB2	PRKAG1	6154;6155	PRKAA1-PRKAB2-PRKAG1 complex;PRKAA2-PRKAB2-PRKAG1 complex	2	True	Human Protein Atlas (HPA);PDB	EM;X-ray		4RER;4REW;6B2E;7JHG;7JHH;7JIJ;7M74	2	0	PF04739(Association with the SNF1 complex (ASC) domain)--PF00571(CBS domain)[pdb=89] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF00571(CBS domain)[pdb=2]	
O43741	P54646	PRKAB2	PRKAA2	6153;6155	PRKAA2-PRKAB2-PRKAG3 complex;PRKAA2-PRKAB2-PRKAG1 complex	2	True	Human Protein Atlas (HPA);PDB	X-ray		6B2E	4	0	PF04739(Association with the SNF1 complex (ASC) domain)--PF00069(Protein kinase domain)[pdb=35] | PF04739(Association with the SNF1 complex (ASC) domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=67] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF00069(Protein kinase domain)[pdb=32] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=5]	
O43741	Q13131	PRKAB2	PRKAA1	6154	PRKAA1-PRKAB2-PRKAG1 complex	1	True	Human Protein Atlas (HPA);PDB	EM;X-ray		4RER;4REW;7JHG;7JHH;7JIJ;7M74	4	0	PF04739(Association with the SNF1 complex (ASC) domain)--PF00069(Protein kinase domain)[pdb=35] | PF04739(Association with the SNF1 complex (ASC) domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=67] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF00069(Protein kinase domain)[pdb=32] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=5]	
O43741	Q9UGI9	PRKAB2	PRKAG3	6153	PRKAA2-PRKAB2-PRKAG3 complex	1	True	Human Protein Atlas (HPA)				2	0	PF04739(Association with the SNF1 complex (ASC) domain)--PF00571(CBS domain)[pdb=89] | PF16561(AMP-activated protein kinase, glycogen-binding domain)--PF00571(CBS domain)[pdb=2]	
O43791	O75367	SPOP	MACROH2A1	1225	Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)	1	True	PDB	X-ray		3HQH;3HSV;3IVB	0	1		O75367:DEG_SPOP_SBC_1--PF00917(MATH/TRAF domain)
O43791	P35226	SPOP	BMI1	1224	Ubiquitin E3 ligase (BMI1, SPOP, CUL3)	1	False								
O43791	Q13618	SPOP	CUL3	1224;1225;1243	Ubiquitin E3 ligase (BMI1, SPOP, CUL3);Ubiquitin E3 ligase (H2AFY, SPOP, CUL3);Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	3	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray	19256485;21577200;22632832	4EOZ	1	0	PF00651(BTB/POZ domain)--PF00888(Cullin, N-terminal)[pdb=44]	
O43791	Q9UER7	SPOP	DAXX	1243	Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	30244836		0	1		Q9UER7:DEG_SPOP_SBC_1--PF00917(MATH/TRAF domain)
O60264	O75533	SMARCA5	SF3B1	6194	B-WICH complex	1	False								
O60264	P0DMV8	SMARCA5	HSPA1A	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	P25490	SMARCA5	YY1	116	Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	1	False								
O60264	P26358	SMARCA5	DNMT1	5693	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex	1	False								
O60264	P35226	SMARCA5	BMI1	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	P35659	SMARCA5	DEK	6194	B-WICH complex	1	False								
O60264	P78364	SMARCA5	PHC1	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q03468	SMARCA5	ERCC6	6194	B-WICH complex	1	False								
O60264	Q06587	SMARCA5	RING1	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q13547	SMARCA5	HDAC1	5693	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex	1	False								
O60264	Q14781	SMARCA5	CBX2	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q8IXK0	SMARCA5	PHC2	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q8NDX5	SMARCA5		115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q92769	SMARCA5	HDAC2	1458	SNF2h-HDAC12 complex	1	True	CORUM	coimmunoprecipitation	15775975		1	0	PF00249(SANT/Myb domain)--PF00850(Histone deacetylase domain)[pdb=3]	
O60264	Q96GD3	SMARCA5	SCMH1	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q96T23	SMARCA5	RSF1	921	Remodeling and spacing factor (RSF) complex	1	True	CORUM;Human Protein Atlas (HPA)	chromatography technology	9836642		0	0		
O60264	Q99496	SMARCA5	RNF2	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q9BQG0	SMARCA5	MYBBP1A	6194	B-WICH complex	1	False								
O60264	Q9HC52	SMARCA5	CBX8	115;116	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	2	False								
O60264	Q9NR30	SMARCA5	DDX21	6194	B-WICH complex	1	False								
O60264	Q9NRF9	SMARCA5	POLE3	234	HuCHRAC complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	12434153;14759371		0	0		
